pokédex_number, name, form_symbol, species, type_1, type_2, ability_1, ability_2, ability_hidden, height_m, weight_kg, catch_rate, friendship, exp, male_percent, egg_cycles, growth_rate, egg_type_1, egg_type_2, hp, attack, defense, sp_attack, sp_defense, speed
888, Zacian Crowned Sword, c, Warrior, Fairy, Steel, Intrepid Sword, , , 2.8, 355, 10, 0, 350, , 120, Slow, Undiscovered, , 92, 170, 115, 80, 115, 148
889, Zamazenta Hero of Many Battles, , Warrior, Fighting, , Dauntless Shield, , , 2.9, 210, 10, 0, 350, , 120, Slow, Undiscovered, , 92, 130, 115, 80, 115, 138
889, Zamazenta Crowned Shield, c, Warrior, Fighting, Steel, Dauntless Shield, , , 2.9, 785, 10, 0, 350, , 120, Slow, Undiscovered, , 92, 130, 145, 80, 145, 128
890, Eternatus, , Gigantic, Poison, Dragon, Pressure, , , 20, 950, 255, 0, 563, , 120, Slow, Undiscovered, , 140, 85, 95, 145, 95, 130
890, Eternatus Eternamax, e, Gigantic, Poison, Dragon, Pressure, , , 100, 999.99, 255, 0, 563, , 120, Slow, Undiscovered, , 255, 115, 250, 125, 250, 130
891, Kubfu, , Wushu, Fighting, , Inner Focus, , , 0.6, 12, 3, 50, 77, 87.5, 120, Slow, Undiscovered, , 60, 90, 60, 53, 50, 72
892, Urshifu Single Strike Style, , Wushu, Fighting, Dark, Unseen Fist, , , 1.9, 105, 3, 50, 275, 87.5, 120, Slow, Undiscovered, , 100, 130, 100, 63, 60, 97
892, Urshifu Rapid Strike Style, r, Wushu, Fighting, Water, Unseen Fist, , , 1.9, 105, 3, 50, 275, , 120, Slow, Undiscovered, , 100, 130, 100, 63, 60, 97
893, Zarude, , Rogue Monkey, Dark, Grass, Leaf Guard, , , 1.8, 70, 3, 0, 300, , 120, Slow, Undiscovered, , 105, 120, 105, 70, 95, 105
894, Regieleki, , Elektron, Electric, , Transistor, , , 1.2, 145, 3, 35, 290, , 120, Slow, Undiscovered, , 80, 100, 50, 100, 50, 200
895, Regidrago, , Dragon Orb, Dragon, , Dragon‘s Maw, , , 2.1, 200, 3, 35, 290, , 120, Slow, Undiscovered, , 200, 100, 50, 100, 50, 80
896, Glastrier, , Wild Horse, Ice, , Chilling Neigh, , , 2.2, 800, 3, 35, 290, , 120, Slow, Undiscovered, , 100, 145, 130, 65, 110, 30
897, Spectrier, , Swift Horse, Ghost, , Grim Neigh, , , 2, 44.5, 3, 35, 290, , 120, Slow, Undiscovered, , 100, 65, 60, 145, 80, 130
898, Calyrex, , King, Psychic, Grass, Unnerve, , , 1.1, 7.7, 3, 100, 340, , 120, Slow, Undiscovered, , 100, 80, 80, 80, 80, 80
898, Calyrex Ice Rider, i, High King, Psychic, Ice, As One, , , 2.4, 809.1, 3, 100, 340, , 120, Slow, Undiscovered, , 100, 165, 150, 85, 130, 50
898, Calyrex Shadow Rider, s, High King, Psychic, Ghost, As One, , , 2.4, 53.6, 3, 100, 340, , 120, Slow, Undiscovered, , 100, 85, 80, 165, 100, 150
899, Wyrdeer, , Big Horn, Normal, Psychic, Intimidate, Frisk, Sap Sipper, 1.8, 95.1, 45, 50, 263, 50, 20, Slow, Field, , 103, 105, 72, 105, 75, 65
900, Kleavor, , Axe, Bug, Rock, Swarm, Sheer Force, Sharpness, 1.8, 89, 15, 50, 175, 50, 20, Medium Fast, Bug, , 70, 135, 95, 45, 70, 85
901, Ursaluna, , Peat, Ground, Normal, Guts, Bulletproof, Unnerve, 2.4, 290, 20, 50, 275, 50, 20, Medium Fast, Field, , 130, 140, 105, 45, 80, 50
901, Ursaluna Bloodmoon, b, Peat, Ground, Normal, Mind's Eye, , , 2.7, 333, 20, 50, 275, 50, 20, Medium Fast, Field, , 113, 70, 120, 135, 65, 52
902, Basculegion Male, , Big Fish, Water, Ghost, Swift Swim, Adaptability, Mold Breaker, 3, 110, 45, 50, 265, 50, 20, Medium Fast, Water 2, , 120, 112, 65, 80, 75, 78
902, Basculegion Female, f, Big Fish, Water, Ghost, Swift Swim, Adaptability, Mold Breaker, 3, 110, 45, 50, 265, 50, 20, Medium Fast, Water 2, , 120, 92, 65, 100, 75, 78
903, Sneasler, , Free Climb, Fighting, Poison, Pressure, Unburden, Poison Touch, 1.3, 43, 20, 50, 102, 50, 20, Medium Slow, Field, , 80, 130, 60, 40, 80, 120
904, Overqwil, , Pin Cluster, Dark, Poison, Poison Point, Swift Swim, Intimidate, 2.5, 60.5, 45, 50, 179, 50, 20, Medium Fast, Water 2, , 85, 115, 95, 65, 65, 85
905, Enamorus Incarnate, , Love Hate, Fairy, Flying, Cute Charm, , Contrary, 1.6, 48, 3, 50, 116, 0, 120, Slow, Undiscovered, , 74, 115, 70, 135, 80, 106
905, Enamorus Therian, t, Love Hate, Fairy, Flying, Overcoat, , , 1.6, 48, 3, 50, 116, 0, 120, Slow, Undiscovered, , 74, 115, 110, 135, 100, 46
906, Sprigatito, , Grass Cat, Grass, , Overgrow, , Protean, 0.4, 4.1, 45, 50, 62, 87.5, 20, Medium Slow, Field, Grass, 40, 61, 54, 45, 45, 65
907, Floragato, , Grass Cat, Grass, , Overgrow, , Protean, 0.9, 12.2, 45, 50, 144, 87.5, 20, Medium Slow, Field, Grass, 61, 80, 63, 60, 63, 83
908, Meowscarada, , Magician, Grass, Dark, Overgrow, , Protean, 1.5, 31.2, 45, 50, 265, 87.5, 20, Medium Slow, Field, Grass, 76, 110, 70, 81, 70, 123
909, Fuecoco, , Fire Croc, Fire, , Blaze, , Unaware, 0.4, 4.1, 45, 50, 62, 87.5, 20, Medium Slow, Field, , 67, 45, 59, 63, 40, 36
910, Crocalor, , Fire Croc, Fire, , Blaze, , Unaware, 1, 30.7, 45, 50, 144, 87.5, 20, Medium Slow, Field, , 81, 55, 78, 90, 58, 49
911, Skeledirge, , Singer, Fire, Ghost, Blaze, , Unaware, 1.6, 326.5, 45, 50, 265, 87.5, 20, Medium Slow, Field, , 104, 75, 100, 110, 75, 66
912, Quaxly, , Duckling, Water, , Torrent, , Moxie, 0.5, 6.1, 45, 50, 62, 87.5, 20, Medium Slow, Flying, Water 1, 55, 65, 45, 50, 45, 50
913, Quaxwell, , Practicing, Water, , Torrent, , Moxie, 1.2, 21.5, 45, 50, 144, 87.5, 20, Medium Slow, Flying, Water 1, 70, 85, 65, 65, 60, 65
914, Quaquaval, , Dancer, Water, Fighting, Torrent, , Moxie, 1.8, 61.9, 45, 50, 265, 87.5, 20, Medium Slow, Flying, Water 1, 85, 120, 80, 85, 75, 85
915, Lechonk, , Hog, Normal, , Aroma Veil, Gluttony, Thick Fat, 0.5, 10.2, 255, 50, 51, 50, 15, Medium Fast, Field, , 54, 45, 40, 35, 45, 35
916, Oinkologne Male, , Hog, Normal, , Lingering Aroma, Gluttony, Thick Fat, 1, 120, 100, 50, 171, 50, 15, Medium Fast, Field, , 110, 100, 75, 59, 80, 65
916, Oinkologne Female, f, Hog, Normal, , Aroma Veil, Gluttony, Thick Fat, 1, 120, 100, 50, 171, 50, 15, Medium Fast, Field, , 115, 90, 70, 59, 90, 65
917, Tarountula, , String Ball, Bug, , Insomnia, , Steakout, 0.3, 4, 255, 50, 42, 50, 15, Erratic, Bug, , 35, 41, 45, 29, 40, 20
918, Spidops, , Trap, Bug, , Insomnia, , Steakout, 1, 16.5, 120, 50, 141, 50, 15, Erratic, Bug, , 60, 79, 92, 52, 86, 35
919, Nymble, , Grasshopper, Bug, , Swarm, , Tinted Lens, 0.2, 1, 190, 20, 42, 50, 20, Medium Fast, Bug, , 33, 46, 40, 21, 25, 45
920, Lokix, , Grasshopper, Bug, Dark, Swarm, , Tinted Lens, 1, 17.5, 30, 0, 158, 50, 20, Medium Fast, Bug, , 71, 102, 78, 52, 55, 92
921, Pawmi, , Mouse, Electric, , Static, Natural Cure, Iron Fist, 0.3, 2.5, 190, 50, 48, 50, 15, Medium Fast, Field, , 45, 50, 20, 40, 25, 60
922, Pawmo, , Mouse, Electric, Fighting, Volt Absorb, Natural Cure, Iron Fist, 0.4, 6.5, 80, 50, 123, 50, 15, Medium Fast, Field, , 60, 75, 40, 50, 40, 85
923, Pawmot, , Hands-On, Electric, Fighting, Volt Absorb, Natural Cure, Iron Fist, 0.9, 41, 45, 50, 245, 50, 15, Medium Fast, Field, , 70, 115, 70, 70, 60, 105
924, Tandemaus, , Couple, Normal, , Run Away, Pickup, Own Tempo, 0.3, 1.8, 150, 50, 61, , 10, Fast, Field, Fairy, 50, 50, 45, 40, 45, 75
925, Maushold Family of Four, f, Family, Normal, , Friend Guard, Cheek Pouch, Technician, 0.3, 2.8, 75, 50, 165, , 10, Fast, Field, Fairy, 74, 75, 70, 65, 75, 111
925, Maushold Family of Three, , Family, Normal, , Friend Guard, Cheek Pouch, Technician, 0.3, 2.3, 75, 50, 165, , 10, Fast, Field, Fairy, 74, 75, 70, 65, 75, 111
926, Fidough, , Puppy, Fairy, , Own Tempo, , Klutz, 0.3, 10.9, 190, 50, 62, 50, 20, Medium Slow, Field, Mineral, 37, 55, 70, 30, 55, 65
927, Dachsbun, , Dog, Fairy, , Well-Baked Body, , Aroma Veil, 0.5, 14.9, 90, 50, 167, 50, 20, Medium Slow, Field, Mineral, 57, 80, 115, 50, 80, 95
928, Smoliv, , Olive, Grass, Normal, Early Bird, , Harvest, 0.3, 6.5, 255, 50, 52, 50, 20, Medium Slow, Grass, , 41, 35, 45, 58, 51, 30
929, Dolliv, , Olive, Grass, Normal, Early Bird, , Harvest, 0.6, 11.9, 120, 50, 124, 50, 20, Medium Slow, Grass, , 52, 53, 60, 78, 78, 33
930, Arboliva, , Olive, Grass, Normal, Seed Sower, , Harvest, 1.4, 48.2, 45, 50, 255, 50, 20, Medium Slow, Grass, , 78, 69, 90, 125, 109, 39
931, Squawkabilly Green Plumage, , Parrot, Normal, Flying, Intimidate, Hustle, Guts, 0.6, 2.4, 190, 50, 146, 50, 15, Erratic, Flying, , 82, 96, 51, 45, 51, 92
931, Squawkabilly Blue Plumage, b, Parrot, Normal, Flying, Intimidate, Hustle, Guts, 0.6, 2.4, 190, 50, 146, 50, 15, Erratic, Flying, , 82, 96, 51, 45, 51, 92
931, Squawkabilly Yellow Plumage, y, Parrot, Normal, Flying, Intimidate, Hustle, Sheer Force, 0.6, 2.4, 190, 50, 146, 50, 15, Erratic, Flying, , 82, 96, 51, 45, 51, 92
931, Squawkabilly White Plumage, w, Parrot, Normal, Flying, Intimidate, Hustle, Sheer Force, 0.6, 2.4, 190, 50, 146, 50, 15, Erratic, Flying, , 82, 96, 51, 45, 51, 92
932, Nacli, , Rock Salt, Rock, , Purifying Salt, Sturdy, Clear Body, 0.4, 16, 255, 50, 56, 50, 20, Medium Slow, Mineral, , 55, 55, 75, 35, 35, 25
933, Naclstack, , Rock Salt, Rock, , Purifying Salt, Sturdy, Clear Body, 0.6, 105, 120, 50, 124, 50, 20, Medium Slow, Mineral, , 60, 60, 100, 35, 65, 35
934, Garganacl, , Rock Salt, Rock, , Purifying Salt, Sturdy, Clear Body, 2.3, 240, 45, 50, 250, 50, 20, Medium Slow, Mineral, , 100, 100, 130, 45, 90, 35
935, Charcadet, , Fire Child, Fire, , Flash Fire, , Flame Body, 0.6, 10.5, 90, 50, 51, 50, 35, Slow, Human-Like, , 40, 50, 40, 50, 40, 35
936, Armarouge, , Fire Warrior, Fire, Psychic, Flash Fire, , Weak Armor, 1.5, 85, 25, 20, 263, 50, 35, Slow, Human-Like, , 85, 60, 100, 125, 80, 75
937, Ceruledge, , Fire Blades, Fire, Ghost, Flash Fire, , Weak Armor, 1.6, 62, 25, 20, 263, 50, 35, Slow, Human-Like, , 75, 125, 80, 60, 100, 85
938, Tadbulb, , EleTadpole, Electric, , Own Tempo, Static, Damp, 0.3, 0.4, 190, 50, 54, 50, 20, Medium Fast, Water 1, , 61, 31, 41, 59, 35, 45
939, Bellibolt, , EleFrog, Electric, , Electromorphosis, Static, Damp, 1.2, 113, 50, 50, 173, 50, 20, Medium Fast, Water 1, , 109, 64, 91, 103, 83, 45
940, Wattrel, , Storm Petrel, Electric, Flying, Wind Power, Volt Absorb, Competitive, 0.4, 3.6, 180, 50, 56, 50, 20, Medium Slow, Water 1, Flying, 40, 40, 35, 55, 40, 70
941, Kilowattrel, , Frigatebird, Electric, Flying, Wind Power, Volt Absorb, Competitive, 1.4, 38.6, 90, 50, 172, 50, 20, Medium Slow, Water 1, Flying, 70, 70, 60, 105, 60, 125
942, Maschiff, , Rascal, Dark, , Intimidate, Run Away, Stakeout, 0.5, 16, 150, 50, 68, 50, 20, Medium Slow, Field, , 60, 78, 60, 40, 51, 51
943, Mabosstiff, , Boss, Dark, , Intimidate, Guard Dog, Stakeout, 1.1, 61, 75, 50, 177, 50, 20, Medium Slow, Field, , 80, 120, 90, 60, 70, 85
944, Shroodle, , Toxic Mouse, Poison, Normal, Unburden, Pickpocket, Prankster, 0.2, 0.7, 190, 50, 58, 50, 20, Medium Slow, Field, , 40, 65, 35, 40, 35, 75
945, Grafaiai, , Toxic Monkey, Poison, Normal, Unburden, Poison Touch, Prankster, 0.7, 27.2, 90, 50, 170, 50, 20, Medium Slow, Field, , 63, 95, 65, 80, 72, 110
946, Bramblin, , Tumbleweed, Grass, Ghost, Wind Rider, , Infiltrator, 0.6, 0.6, 190, 50, 55, 50, 20, Medium Fast, Grass, , 40, 65, 30, 45, 35, 60
947, Brambleghast, , Tumbleweed, Grass, Ghost, Wind Rider, , Infiltrator, 1.2, 6, 45, 50, 168, 50, 20, Medium Fast, Grass, , 55, 115, 70, 80, 70, 90
948, Toedscool, , Woodear, Ground, Grass, Mycelium Might, , , 0.9, 33, 190, 50, 67, 50, 20, Medium Slow, Grass, , 40, 40, 35, 50, 100, 70
949, Toedscruel, , Woodear, Ground, Grass, Mycelium Might, , , 1.9, 58, 90, 50, 180, 50, 20, Medium Slow, Grass, , 80, 70, 65, 80, 120, 100
950, Klawf, , Ambush, Rock, , Anger Shell, Shell Armor, Regenerator, 1.3, 79, 120, 50, 158, 50, 35, Medium Fast, Water 3, , 70, 100, 115, 35, 55, 75
951, Capsakid, , Spicy Pepper, Grass, , Chlorophyll, Insomnia, Klutz, 0.3, 3, 190, 50, 61, 50, 20, Medium Fast, Grass, , 50, 62, 40, 62, 40, 50
952, Scovillain, , Spicy Pepper, Grass, Fire, Chlorophyll, Insomnia, Moody, 0.9, 15, 75, 50, 170, 50, 20, Medium Fast, Grass, , 65, 108, 65, 108, 65, 75
953, Rellor, , Rolling, Bug, , Compound Eyes, , Shed Skin, 0.2, 1, 190, 50, 54, 50, 20, Fast, Bug, , 41, 50, 60, 31, 58, 30
954, Rabsca, , Rolling, Bug, Psychic, Synchronize, , Telepathy, 0.3, 3.5, 45, 50, 165, 50, 20, Fast, Bug, , 75, 50, 85, 115, 100, 45
955, Flittle, , Frill, Psychic, , Anticipation, Frisk, Speed Boost, 0.2, 1.5, 120, 50, 51, 50, 20, Medium Slow, Flying, , 30, 35, 30, 55, 30, 75
956, Espathra, , Ostrich, Psychic, , Opportunist, Frisk, Speed Boost, 1.9, 90, 60, 50, 168, 50, 20, Medium Slow, Flying, , 95, 60, 60, 101, 60, 105
957, Tinkatink, , Metalsmith, Fairy, Steel, Mold Breaker, Own Tempo, Pickpocket, 0.4, 8.9, 190, 50, 59, 0, 20, Medium Slow, Fairy, , 50, 45, 45, 35, 64, 58
958, Tinkatuff, , Hammer, Fairy, Steel, Mold Breaker, Own Tempo, Pickpocket, 0.7, 59.1, 90, 50, 133, 0, 20, Medium Slow, Fairy, , 65, 55, 55, 45, 82, 78
959, Tinkaton, , Hammer, Fairy, Steel, Mold Breaker, Own Tempo, Pickpocket, 0.7, 112.8, 45, 50, 253, 0, 20, Medium Slow, Fairy, , 85, 75, 77, 70, 105, 94
960, Wiglett, , Garden Eel, Water, , Gooey, Rattled, Sand Veil, 1.2, 1.8, 255, 50, 49, 50, 20, Medium Fast, Water 3, , 10, 55, 25, 35, 25, 95
961, Wugtrio, , Garden Eel, Water, , Gooey, Rattled, Sand Veil, 1.2, 5.4, 50, 50, 149, 50, 20, Medium Fast, Water 3, , 35, 100, 50, 50, 70, 120
962, Bombirdier, , Item Drop, Flying, Dark, Big Pecks, Keen Eye, Rocky Payload, 1.5, 42.9, 25, 50, 243, 50, 35, Slow, Flying, , 70, 103, 85, 60, 85, 82
963, Finizen, , Dolphin, Water, , Water Veil, , , 1.3, 60.2, 200, 50, 63, 50, 40, Slow, Field, Water 2, 70, 45, 40, 45, 40, 75
964, Palafin Zero, , Dolphin, Water, , Zero to Hero, , , 1.3, 60.2, 45, 50, 228, 50, 40, Slow, Field, Water 2, 100, 70, 72, 53, 62, 100
964, Palafin Hero, h, Dolphin, Water, , Zero to Hero, , , 1.8, 97.4, 45, 50, 228, , 40, Slow, Field, Water 2, 100, 160, 97, 106, 87, 100
965, Varoom, , Single-Cyl, Steel, Poison, Overcoat, , Slow Start, 1, 35, 190, 50, 60, 50, 20, Medium Fast, Mineral, , 45, 70, 63, 30, 45, 47
966, Revavroom, , Multi-Cyl, Steel, Poison, Overcoat, , Filter, 1.8, 120, 75, 50, 175, 50, 20, Medium Fast, Mineral, , 80, 119, 90, 54, 67, 90
967, Cyclizar, , Mount, Dragon, Normal, Shed Skin, , Regenerator, 1.6, 63, 190, 50, 175, 50, 30, Medium Slow, Field, , 70, 95, 65, 85, 65, 121
968, Orthworm, , Earthworm, Steel, , Earth Eater, , Sand Veil, 2.5, 310, 25, 50, 240, 50, 35, Slow, Field, , 70, 85, 145, 60, 55, 65
969, Glimmet, , Ore, Rock, Poison, Toxic Debris, , Corrosion, 0.7, 8, 70, 50, 70, 50, 30, Medium Slow, Mineral, , 48, 35, 42, 105, 60, 60
970, Glimmora, , Ore, Rock, Poison, Toxic Debris, , Corrosion, 1.5, 45, 25, 50, 184, 50, 30, Medium Slow, Mineral, , 83, 55, 90, 130, 81, 86
971, Greavard, , Ghost Dog, Ghost, , Pickup, , Fluffy, 0.6, 35, 120, 50, 58, 50, 20, Medium Slow, Field, , 50, 61, 60, 30, 55, 34
972, Houndstone, , Ghost Dog, Ghost, , Sand Rush, , Fluffy, 2, 15, 60, 50, 171, 50, 20, Medium Slow, Field, , 72, 101, 100, 50, 97, 68
973, Flamigo, , Synchronize, Flying, Fighting, Scrappy, Tangled Feet, Costar, 1.6, 37, 100, 50, 175, 50, 20, Medium Slow, Flying, , 82, 115, 74, 75, 64, 90
974, Cetoddle, , Terra Whale, Ice, , Thick Fat, Snow Cloak, Sheer Force, 1.2, 45, 150, 50, 67, 50, 25, Medium Slow, Field, , 108, 68, 45, 30, 40, 43
975, Cetitan, , Terra Whale, Ice, , Thick Fat, Slush Rush, Sheer Force, 4.5, 700, 50, 50, 182, 50, 25, Medium Slow, Field, , 170, 113, 65, 45, 55, 73
976, Veluza, , Jettison, Water, Psychic, Mold Breaker, , Sharpness, 2.5, 90, 100, 50, 167, 50, 20, Fast, Water 2, , 90, 102, 73, 78, 65, 70
977, Dondozo, , Big Catfish, Water, , Unaware, Oblivious, Water Veil, 12, 220, 25, 50, 265, 50, 40, Slow, Water 2, , 150, 100, 115, 65, 65, 35
978, Tatsugiri Curly, , Mimicry, Dragon, Water, Commander, , Storm Drain, 0.3, 8, 100, 50, 166, 50, 35, Medium Slow, Water 2, , 68, 50, 60, 120, 95, 82
978, Tatsugiri Droopy, d, Mimicry, Dragon, Water, Commander, , Storm Drain, 0.3, 8, 100, 50, 166, 50, 35, Medium Slow, Water 2, , 68, 50, 60, 120, 95, 82
978, Tatsugiri Stretchy, s, Mimicry, Dragon, Water, Commander, , Storm Drain, 0.3, 8, 100, 50, 166, 50, 35, Medium Slow, Water 2, , 68, 50, 60, 120, 95, 82
979, Annihilape, , Rage Monkey, Fighting, Ghost, Vital Spirit, Inner Focus, Defiant, 1.2, 56, 45, 50, 268, 50, 20, Medium Fast, Field, , 110, 115, 80, 50, 90, 90
980, Clodsire, , Spiny Fish, Poison, Ground, Poison Point, Water Absorb, Unaware, 1.8, 223, 90, 50, 151, 50, 20, Medium Fast, Water 1, Field, 130, 75, 60, 45, 100, 20
981, Farigiraf, , Long Neck, Normal, Psychic, Cud Chew, Armor Tail, Sap Sipper, 3.2, 160, 45, 50, 260, 50, 20, Medium Fast, Field, , 120, 90, 70, 110, 70, 60
982, Dudunsparce Two Segment, , Land Snake, Normal, , Serene Grace, Run Away, Rattled, 3.6, 39.2, 45, 50, 182, 50, 20, Medium Fast, Field, , 125, 100, 80, 85, 75, 55
982, Dudunsparce Three Segment, t, Land Snake, Normal, , Serene Grace, Run Away, Rattled, 3.6, 39.2, 45, 50, 182, 50, 20, Medium Fast, Field, , 125, 100, 80, 85, 75, 55
983, Kingambit, , Big Blade, Dark, Steel, Defiant, Supreme Overlord, Pressure, 2, 120, 25, 50, 275, 50, 20, Medium Fast, Human-Like, , 100, 135, 120, 60, 85, 50
984, Great Tusk, , Paradox, Ground, Fighting, Protosynthesis, , , 2.2, 320, 30, 0, 285, , 50, Slow, Undiscovered, , 115, 131, 131, 53, 53, 87
985, Scream Tail, , Paradox, Fairy, Psychic, Protosynthesis, , , 1.2, 8, 50, 0, 285, , 50, Slow, Undiscovered, , 115, 65, 99, 65, 115, 111
986, Brute Bonnet, , Paradox, Grass, Dark, Protosynthesis, , , 1.2, 21, 50, 0, 285, , 50, Slow, Undiscovered, , 111, 127, 99, 79, 99, 55
987, Flutter Mane, , Paradox, Ghost, Fairy, Protosynthesis, , , 1.4, 4, 30, 0, 285, , 50, Slow, Undiscovered, , 55, 55, 55, 135, 135, 135
988, Slither Wing, , Paradox, Bug, Fighting, Protosynthesis, , , 3.2, 92, 30, 0, 285, , 50, Slow, Undiscovered, , 85, 135, 79, 85, 105, 81
989, Sandy Shocks, , Paradox, Electric, Ground, Protosynthesis, , , 2.3, 60, 30, 0, 285, , 50, Slow, Undiscovered, , 85, 81, 97, 121, 85, 101
990, Iron Treads, , Paradox, Ground, Steel, Quark Drive, , , 0.9, 240, 30, 0, 285, , 50, Slow, Undiscovered, , 90, 112, 120, 72, 70, 106
991, Iron Bundle, , Paradox, Ice, Water, Quark Drive, , , 0.6, 11, 50, 0, 285, , 50, Slow, Undiscovered, , 56, 80, 114, 124, 60, 136
992, Iron Hands, , Paradox, Fighting, Electric, Quark Drive, , , 1.8, 380.7, 50, 0, 285, , 50, Slow, Undiscovered, , 154, 140, 108, 50, 68, 50
993, Iron Jugulis, , Paradox, Dark, Flying, Quark Drive, , , 1.3, 111, 30, 0, 285, , 50, Slow, Undiscovered, , 94, 80, 86, 122, 80, 108
994, Iron Moth, , Paradox, Fire, Poison, Quark Drive, , , 1.2, 36, 30, 0, 285, , 50, Slow, Undiscovered, , 80, 70, 60, 140, 110, 110
995, Iron Thorns, , Paradox, Rock, Electric, Quark Drive, , , 1.6, 303, 30, 0, 285, , 50, Slow, Undiscovered, , 100, 134, 110, 70, 84, 72
996, Frigibax, , Ice Fin, Dragon, Ice, Thermal Exchange, , Ice Body, 0.5, 17, 45, 50, 64, 50, 40, Slow, Dragon, Mineral, 65, 75, 45, 35, 45, 55
997, Arctibax, , Ice Fin, Dragon, Ice, Thermal Exchange, , Ice Body, 0.8, 30, 25, 50, 148, 50, 40, Slow, Dragon, Mineral, 90, 95, 66, 45, 65, 62
998, Baxcalibur, , Ice Dragon, Dragon, Ice, Thermal Exchange, , Ice Body, 2.1, 210, 10, 50, 300, 50, 40, Slow, Dragon, Mineral, 115, 145, 92, 75, 86, 87
999, Gimmighoul Chest, , Coin Chest, Ghost, , Rattled, , , 0.3, 5, 45, 50, 60, , 50, Slow, Undiscovered, , 45, 30, 70, 75, 70, 10
999, Gimmighoul Roaming, r, Coin Hunter, Ghost, , Run Away, , , 0.1, 0.1, 45, 50, 60, , 50, Slow, Undiscovered, , 45, 30, 25, 75, 45, 80
1000, Gholdengo, , Coin Entity, Steel, Ghost, Good as Gold, , , 1.2, 30, 45, 50, 275, , 50, Slow, Undiscovered, , 87, 60, 95, 133, 91, 84
1001, Wo Chien, , Ruinous, Dark, Grass, Tablets of Ruin, , , 1.5, 74.2, 6, 0, 285, , 50, Slow, Undiscovered, , 85, 85, 100, 95, 135, 70
1002, Chien Pao, , Ruinous, Dark, Ice, Sword of Ruin, , , 1.9, 152.2, 6, 0, 285, , 50, Slow, Undiscovered, , 80, 120, 80, 90, 65, 135
1003, Ting Lu, , Ruinous, Dark, Ground, Vessel of Ruin, , , 2.7, 699.7, 6, 0, 285, , 50, Slow, Undiscovered, , 155, 110, 125, 55, 80, 45
1004, Chi Yu, , Ruinous, Dark, Fire, Beads of Ruin, , , 0.4, 4.9, 6, 0, 285, , 50, Slow, Undiscovered, , 55, 80, 80, 135, 120, 100
1005, Roaring Moon, , Paradox, Dragon, Dark, Protosynthesis, , , 2, 380, 10, 0, 295, , 50, Slow, Undiscovered, , 105, 139, 71, 55, 101, 119
1006, Iron Valiant, , Paradox, Fairy, Fighting, Quark Drive, , , 1.4, 35, 10, 0, 295, , 50, Slow, Undiscovered, , 74, 130, 90, 120, 60, 116
1007, Koraidon Apex Build, , Paradox, Fighting, Dragon, Orichalcum Pulse, , , 2.5, 303, 3, 0, 335, , 50, Slow, Undiscovered, , 100, 135, 115, 85, 100, 135
1007, Koraidon Limited Build, l, Paradox, Fighting, Dragon, Orichalcum Pulse, , , 2.5, 303, 3, 0, 335, , 50, Slow, Undiscovered, , 100, 135, 115, 85, 100, 135
1007, Koraidon Sprinting Build, s, Paradox, Fighting, Dragon, Orichalcum Pulse, , , 2.5, 303, 3, 0, 335, , 50, Slow, Undiscovered, , 100, 135, 115, 85, 100, 135
1007, Koraidon Gliding Build, g, Paradox, Fighting, Dragon, Orichalcum Pulse, , , 2.5, 303, 3, 0, 335, , 50, Slow, Undiscovered, , 100, 135, 115, 85, 100, 135
1008, Miraidon Ultimate Mode, , Paradox, Electric, Dragon, Hadron Engine, , , 3.5, 240, 3, 0, 335, , 50, Slow, Undiscovered, , 100, 85, 100, 135, 115, 135
1008, Miraidon Low-Power Mode, l, Paradox, Electric, Dragon, Hadron Engine, , , 3.5, 240, 3, 0, 335, , 50, Slow, Undiscovered, , 100, 85, 100, 135, 115, 135
1008, Miraidon Drive Mode, d, Paradox, Electric, Dragon, Hadron Engine, , , 3.5, 240, 3, 0, 335, , 50, Slow, Undiscovered, , 100, 85, 100, 135, 115, 135
1008, Miraidon Glide Mode, g, Paradox, Electric, Dragon, Hadron Engine, , , 3.5, 240, 3, 0, 335, , 50, Slow, Undiscovered, , 100, 85, 100, 135, 115, 135
1009, Walking Wake, , Paradox, Water, Dragon, Protosynthesis, , , 3.5, 280, 5, 0, 0, , 50, Slow, Undiscovered, , 99, 83, 91, 125, 83, 109
1010, Iron Leaves, , Paradox, Grass, Psychic, Quark Drive, , , 1.5, 125, 5, 0, 0, , 50, Slow, Undiscovered, , 90, 130, 88, 70, 108, 104
1011, Dipplin, , Candy Apple, Grass, Dragon, Supersweet Syrup, Gluttony, Sticky Hold, 0.4, 4.4, 45, 0, 0, , 20, Erratic, Grass, Dragon, 80, 80, 110, 95, 80, 40
1012, Poltchageist Phony, , Matcha, Grass, Ghost, Hospitality, , Heatproof, 0.1, 1.1, 120, 0, 0, , 20, Medium Fast, Mineral, Amorphous, 40, 45, 45, 74, 54, 50
1012, Poltchageist Antique, , Matcha, Grass, Ghost, Hospitality, , Heatproof, 0.1, 1.1, 120, 0, 0, , 20, Medium Fast, Mineral, Amorphous, 40, 45, 45, 74, 54, 50
1013, Sinistcha Phony, , Matcha, Grass, Ghost, Hospitality, , Heatproof, 0.2, 2.2, 60, 0, 0, , 20, Medium Fast, Mineral, Amorphous, 71, 60, 106, 121, 80, 70
